0.24358663	0.26257947	0.3625385	-0.50895786	0.26165426	0.15559542	0.21097651	0.14933008	0.08513385	-0.21580644	0.059571978	-0.14163332	0.0847512	-0.11349791	-0.07901089	-0.26505288
0.50830716	0.42324558	0.6736175	0.19366962	-0.0841504	0.75950193	0.3216432	0.29542348	0.34508598	0.5791743	-0.06651529	-0.11420018	0.112605266	0.056280036	-0.098167665	-0.2546403
0.20186007	0.32257873	-0.13859142	-0.32231537	0.34467775	-0.16423677	-0.22323163	-0.34035596	0.3314334	-0.44424438	0.1475406	0.0057135173	-0.061017983	-0.4760092	0.3653673	-0.29312098
0.11913049	0.13084991	0.12189954	-0.57817113	0.05853014	-0.09143504	-0.083495	0.044739384	0.11474216	-0.508862	0.12948653	-0.27212062	-0.14418845	-0.06369664	-0.17219985	-0.22669633
-0.18736756	0.24539554	0.2475592	-0.50288266	0.07594423	-0.3065524	0.23125196	0.0607248	-0.14189628	-0.37473574	-0.25655866	-0.055232827	0.078906044	0.06409472	-0.15110083	-0.13031356
-0.046918657	-0.013469984	-0.65175307	-0.3986578	0.69929725	-0.48462567	-0.5952888	-0.79552436	0.44794872	-0.6143569	0.4303153	0.21695323	-0.30429825	-0.9136573	0.82990324	-0.30772212
0.31754327	0.21330285	0.43112573	-0.11638766	0.21140409	0.36778656	0.14626555	0.2390898	0.25246745	0.25185296	0.26461452	-0.19345886	-0.0475857	-0.038816024	-0.05601431	-0.16518928
0.158397	0.15129219	0.25141382	-0.2484567	0.37007907	0.18239345	0.2633304	0.039933193	-0.029881094	-0.108429894	0.1004564	0.12097534	0.13526513	-0.25383773	0.13595805	0.015323943
-0.44973657	-0.137026	-0.48239657	-0.71270776	0.4560139	-0.859144	-0.051889293	-0.8068159	-0.2762951	-0.8708486	-0.025890224	0.35887158	0.23436877	-0.6890056	0.58249044	0.010697118
0.3427539	0.12495763	-0.042400222	-0.14518097	0.23129009	0.15150099	-0.16799638	-0.01187208	0.28268805	-0.15042078	0.29952583	-0.13536815	-0.15858726	-0.30319884	0.01770989	-0.1656119
0.33559772	-0.37727496	0.73300064	0.13956566	0.6344843	0.75712436	0.1829327	0.28791028	0.14358816	0.63175094	0.5346984	-0.15450217	-0.13748094	-0.400728	0.08330757	0.48045054
-0.2596898	0.054976758	0.67066956	-0.2858769	0.43304572	-0.07916261	0.64973843	-0.16572413	-0.48081765	-0.12360841	-0.18406084	0.4164755	0.612412	-0.2588006	0.30891764	0.43252182
-0.43637618	0.120765015	0.20358475	-0.7331939	0.047231738	-0.7082239	0.33585623	-0.0675674	-0.46929905	-0.7351453	-0.44674477	-0.011388847	0.24821794	0.14156187	-0.08525936	-0.034528375
0.4053303	0.3938455	0.4005078	0.08417913	-0.18803129	0.41346517	0.18584867	0.19863874	0.36833152	0.2961517	-0.045614313	-0.11786421	-0.02049184	0.17453246	-0.0905529	-0.40028775
0.39777088	0.5528432	0.30529103	-0.27064416	-0.6482709	0.17045161	0.21682394	0.48163727	0.20071624	-0.08891384	-0.61690426	-0.4546887	-0.036610804	0.53224134	-0.483005	-0.5607828
0.45173204	0.5789548	0.6331008	0.18068267	-0.22832918	0.56264234	0.54569817	0.33199796	0.076352306	0.40658292	-0.47224075	0.060710214	0.38773084	0.29316357	-0.18971951	-0.2578331
